   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
  24   -8    2   1.291727   -29.574820     0.000000      29.5748  130.90983    0.01699    6
  24  -16   -2   1.291727   267.638619     0.000000      267.639  130.90983    1.39134    6
  19   -2    3   1.290912   315.111345     0.000000      315.111  131.06857    1.93583    6
  19  -17   -3   1.290912   253.409763     0.000000       253.41  131.06857    1.25195    6
  19  -17    3   1.290912  -131.931807     0.000000      131.932  131.06857    0.33934    6
  19   -2   -3   1.290912   154.845993     0.000000      154.846  131.06857    0.46745    6
  13  -12    4   1.290481   357.252511     0.000000      357.253  131.15277    2.49312    6
  13   -1   -4   1.290481    86.161686     0.000000      86.1617  131.15277    0.14502    6
  26  -17    1   1.289381   186.153280     0.000000      186.153  131.36843    0.68034    6
  26   -9   -1   1.289381   126.153860     0.000000      126.154  131.36843    0.31245    6
  27  -12    0   1.287428    31.610602     0.000000      31.6106  131.75466    0.01980    6
  27  -15    0   1.287428   -39.265814     0.000000      39.2658  131.75466    0.03055    6
  21  -12   -3   1.283877   281.297162     0.000000      281.297  132.46726    1.59464    6
  21  -12    3   1.283877  -111.864897     0.000000      111.865  132.46726    0.25218    6
  21   -9   -3   1.283877    49.337421     0.000000      49.3374  132.46726    0.04906    6
  21   -9    3   1.283877    84.133575     0.000000      84.1336  132.46726    0.14265    6
  14  -11    4   1.283453   186.135910     0.000000      186.136  132.55332    0.69967    6
  14   -3   -4   1.283453   266.744200     0.000000      266.744  132.55332    1.43688    6
  23    0   -1   1.282372   147.002745     0.000000      147.003  132.77379    0.43873    6
  24  -17    2   1.281199  -282.507615     0.000000      282.508  133.01431    1.62985    6
  24   -7   -2   1.281199  -495.268264     0.000000      495.268  133.01431    5.00919    6
  20   -4    3   1.280403  -616.454854     0.000000      616.455  133.17841    7.79164    6
  20  -16   -3   1.280403   425.370489     0.000000       425.37  133.17841    3.70989    6
  20  -16    3   1.280403   308.432226     0.000000      308.432  133.17841    1.95050    6
  20   -4   -3   1.280403    51.713870     0.000000      51.7139  133.17841    0.05483    6
  26   -8    1   1.278909  -145.934771     0.000000      145.935  133.48851    0.44000    6
  24   -2   -1   1.278909   203.129295     0.000000      203.129  133.48851    0.85247    6
  24  -22    1   1.278909  -272.761816     0.000000      272.762  133.48851    1.53709    6
  26  -18   -1   1.278909  -428.449736     0.000000       428.45  133.48851    3.79256    6
  13    0    4   1.276539  -468.694081     0.000000      468.694  133.98604    4.59476    6
  15   -8   -4   1.276539   -59.856482     0.000000      59.8565  133.98604    0.07494    6
  15   -7    4   1.276539   -19.198306     0.000000      19.1983  133.98604    0.00771    6
  22   -1    2   1.274321  -280.605737     0.000000      280.606  134.45815    1.66652    6
  22  -21   -2   1.274321    73.390829     0.000000      73.3908  134.45815    0.11400    6
  14  -12   -4   1.273124  -158.112211     0.000000      158.112  134.71547    0.53256    6
  14   -2    4   1.273124    14.007134     0.000000      14.0071  134.71547    0.00418    6
  15  -10    4   1.269736   -57.858042     0.000000       57.858  135.45421    0.07267    6
  15   -5   -4   1.269736  -244.205251     0.000000      244.205  135.45421    1.29461    6
  25  -21    1   1.268689   -30.442942     0.000000      30.4429  135.68580    0.02024    6
  25   -4   -1   1.268689  -225.251331     0.000000      225.251  135.68580    1.10804    6
  23   -3    2   1.267553   347.899794     0.000000        347.9  135.93861    2.66059    6
  25  -13    2   1.267553    12.831401     0.000000      12.8314  135.93861    0.00362    6
  25  -12   -2   1.267553  -469.044853     0.000000      469.045  135.93861    4.83613    6
  23  -20   -2   1.267553    77.989348     0.000000      77.9893  135.93861    0.13370    6
  27  -18    0   1.266828  -371.125800     0.000000      371.126  136.10102    3.04053    6
  27   -9    0   1.266828    12.917996     0.000000       12.918  136.10102    0.00368    6
  21  -15   -3   1.263445    66.533588     0.000000      66.5336  136.86878    0.09972    6
  21  -15    3   1.263445   254.422792     0.000000      254.423  136.86878    1.45813    6
  21   -6   -3   1.263445   334.069021     0.000000      334.069  136.86878    2.51395    6
  21   -6    3   1.263445   377.084002     0.000000      377.084  136.86878    3.20302    6
  15   -4    4   1.263040   552.998214     0.000000      552.998  136.96165    6.90563    6
  15  -11   -4   1.263040   135.492787     0.000000      135.493  136.96165    0.41456    6
  27  -14   -1   1.262009  -147.500655     0.000000      147.501  137.19972    0.49443    6
  27  -13    1   1.262009   119.451532     0.000000      119.452  137.19972    0.32426    6
  25  -10    2   1.260891    42.734584     0.000000      42.7346  137.45971    0.04179    6
  25  -15   -2   1.260891   300.083331     0.000000      300.083  137.45971    2.06075    6
  24    0    0   1.256892   224.601957     0.000000      224.602  138.40655    1.18452    6
  24   -1    1   1.255434   -52.678313     0.000000      52.6783  138.75815    0.06579    6
  27  -16    1   1.255434    -4.569399     0.000000       4.5694  138.75815    0.00050    6
  27  -11   -1   1.255434   -19.278299     0.000000      19.2783  138.75815    0.00881    6
  24  -23   -1   1.255434  -209.239335     0.000000      209.239  138.75815    1.03804    6
  24   -5    2   1.254334   106.891546     0.000000      106.892  139.02617    0.27293    6
  24  -19   -2   1.254334  -476.944540     0.000000      476.945  139.02617    5.43367    6
  25  -16    2   1.254334  -261.147270     0.000000      261.147  139.02617    1.62903    6
  25   -9   -2   1.254334  -382.189480     0.000000      382.189  139.02617    3.48911    6
  25   -2    0   1.253631   255.340092     0.000000       255.34  139.19846    1.56489    6
  25  -23    0   1.253631   -31.583733     0.000000      31.5837  139.19846    0.02394    6
  26   -6   -1   1.252185  -307.038746     0.000000      307.039  139.55571    2.28552    6
  26  -20    1   1.252185   567.953880     0.000000      567.954  139.55571    7.82032    6
  22    0   -2   1.251093  -201.145557     0.000000      201.146  139.82811    0.98847    6
  22  -11    3   1.250352   177.133124     0.000000      177.133  140.01422    0.77061    6
  22  -11   -3   1.250352   262.953332     0.000000      262.953  140.01422    1.69822    6
  16   -9    4   1.249961  -120.296900     0.000000      120.297  140.11304    0.35643    6
  16   -7   -4   1.249961  -129.088681     0.000000      129.089  140.11304    0.41043    6
  25   -3    1   1.248961  -344.213348     0.000000      344.213  140.36652    2.93944    6
  27  -10    1   1.248961  -245.370415     0.000000       245.37  140.36652    1.49367    6
  25  -22   -1   1.248961  -122.887608     0.000000      122.888  140.36652    0.37465    6
  27  -17   -1   1.248961   525.472272     0.000000      525.472  140.36652    6.85030    6
  23   -2   -2   1.247878    -3.683903     0.000000       3.6839  140.64358    0.00034    6
  23  -21    2   1.247878   -32.133280     0.000000      32.1333  140.64358    0.02582    6
  14    0   -4   1.246754  -121.436756     0.000000      121.437  140.93346    0.37189    6
  16  -10   -4   1.246754  -353.203414     0.000000      353.203  140.93346    3.14608    6
  16   -6    4   1.246754  -375.871392     0.000000      375.871  140.93346    3.56286    6
  26   -4    0   1.244000  -354.705995     0.000000      354.706  141.65487    3.24069    6
  28  -14    0   1.244000   -10.124093     0.000000      10.1241  141.65487    0.00264    6
  26  -22    0   1.244000  -177.328011     0.000000      177.328  141.65487    0.80994    6
  15  -13    4   1.243571  -263.613541     0.000000      263.614  141.76862    1.79596    6
  15   -2   -4   1.243571  -382.184514     0.000000      382.185  141.76862    3.77492    6
  22  -14    3   1.240796  -352.669487     0.000000      352.669  142.51517    3.28689    6
  22   -8    3   1.240796   -12.435860     0.000000      12.4359  142.51517    0.00409    6
  22  -14   -3   1.240796  -407.317365     0.000000      407.317  142.51517    4.38446    6
  22   -8   -3   1.240796  -281.444069     0.000000      281.444  142.51517    2.09331    6
  24   -4   -2   1.238378   159.571465     0.000000      159.571  143.18042    0.68665    6
  24  -20    2   1.238378  -211.221345     0.000000      211.221  143.18042    1.20310    6
  26   -5    1   1.236310   412.502306     0.000000      412.502  143.76067    4.67140    6
  26  -21   -1   1.236310   113.522593     0.000000      113.523  143.76067    0.35380    6
  25  -18   -2   1.235259  -129.306522     0.000000      129.307  144.05981    0.46332    6
  25   -7    2   1.235259   572.018408     0.000000      572.018  144.05981    9.06696    6
  28  -11    0   1.234588  -247.785561     0.000000      247.786  144.25241    1.71165    6
  28  -17    0   1.234588  -336.484899     0.000000      336.485  144.25241    3.15641    6
  16  -12    4   1.234169  -147.905329     0.000000      147.905  144.37323    0.61218    6
  16   -4   -4   1.234169    25.320400     0.000000      25.3204  144.37323    0.01794    6
  20   -1    3   1.231456    27.579974     0.000000        27.58  145.16747    0.02183    6
  20   -1   -3   1.231456  -696.016996     0.000000      696.017  145.16747   13.90354    6
  20  -19   -3   1.231456   -84.867265     0.000000      84.8673  145.16747    0.20671    6
  20  -19    3   1.231456   226.964626     0.000000      226.965  145.16747    1.47843    6
  15   -1    4   1.231081    89.553531     0.000000      89.5535  145.27868    0.23100    6
  15  -14   -4   1.231081   254.182958     0.000000      254.183  145.27868    1.86094    6
  27  -19    1   1.230127   497.687713     0.000000      497.688  145.56434    7.20051    6
  27   -8   -1   1.230127  -309.091365     0.000000      309.091  145.56434    2.77730    6
  27  -21    0   1.228430  -177.290360     0.000000       177.29  146.07877    0.92921    6
  27   -6    0   1.228430  -121.334077     0.000000      121.334  146.07877    0.43522    6
  26  -14   -2   1.226042   248.548465     0.000000      248.548  146.81846    1.87165    6
  26  -12    2   1.226042   578.180173     0.000000       578.18  146.81846   10.12811    6
  21   -3   -3   1.225345   210.431029     0.000000      210.431  147.03805    1.35153    6
  21   -3    3   1.225345    56.830994     0.000000       56.831  147.03805    0.09858    6
  21  -18   -3   1.225345  -283.809467     0.000000      283.809  147.03805    2.45844    6
  21  -18    3   1.225345   -43.199464     0.000000      43.1995  147.03805    0.05696    6
  16  -13   -4   1.224976   402.118871     0.000000      402.119  147.15482    4.95479    6
  16   -3    4   1.224976  -215.908462     0.000000      215.908  147.15482    1.42842    6
  17   -9   -4   1.224976   379.898690     0.000000      379.899  147.15482    4.42234    6
  17   -8    4   1.224976  -229.307188     0.000000      229.307  147.15482    1.61121    6
  25   -6   -2   1.223015   371.017057     0.000000      371.017  147.78399    4.30936    6
  26  -15    2   1.223015    55.565015     0.000000       55.565  147.78399    0.09666    6
  25  -19    2   1.223015   -76.307087     0.000000      76.3071  147.78399    0.18229    6
  26  -11   -2   1.223015  -425.261400     0.000000      425.261  147.78399    5.66158    6
   1    0   -5   1.221916   112.026788     0.000000      112.027  148.14275    0.39778    6
  17  -11    4   1.218960  -190.734545     0.000000      190.735  149.13140    1.19387    6
  17   -6   -4   1.218960   165.491531     0.000000      165.492  149.13140    0.89878    6
   2    0    5   1.218920  -347.605863     0.000000      347.606  149.14514    3.96722    6
  27  -20   -1   1.218033    37.479498     0.000000      37.4795  149.44885    0.04663    6
  27   -7    1   1.218033   192.174793     0.000000      192.175  149.44885    1.22582    6
  28  -15    1   1.218033   161.859647     0.000000       161.86  149.44885    0.86959    6
  28  -13   -1   1.218033   -81.522234     0.000000      81.5222  149.44885    0.22059    6
   3   -2    5   1.215945   -20.430189     0.000000      20.4302  150.17779    0.01423    6
   3   -1   -5   1.215945   -72.214117     0.000000      72.2141  150.17779    0.17774    6
  28  -16   -1   1.215065   -55.540708     0.000000      55.5407  150.49111    0.10636    6
  28  -12    1   1.215065   325.695197     0.000000      325.695  150.49111    3.65746    6
  22  -17   -3   1.213390    40.898720     0.000000      40.8987  151.09781    0.05900    6
  22  -17    3   1.213390   457.511317     0.000000      457.511  151.09781    7.38265    6
  22   -5   -3   1.213390  -126.376215     0.000000      126.376  151.09781    0.56330    6
  22   -5    3   1.213390   -21.246542     0.000000      21.2465  151.09781    0.01592    6
  23  -13   -3   1.213390    85.211815     0.000000      85.2118  151.09781    0.25610    6
  23  -13    3   1.213390   472.819947     0.000000       472.82  151.09781    7.88497    6
  23  -10   -3   1.213390  -416.187825     0.000000      416.188  151.09781    6.10924    6
  23  -10    3   1.213390   -29.450991     0.000000       29.451  151.09781    0.03059    6
  17   -5    4   1.213032   175.683877     0.000000      175.684  151.22934    1.09404    6
  17  -12   -4   1.213032  -201.950042     0.000000       201.95  151.22934    1.44562    6
  26   -9    2   1.211128  -277.391105     0.000000      277.391  151.94034    2.80269    6
  26  -17   -2   1.211128  -307.204056     0.000000      307.204  151.94034    3.43751    6
   4   -3   -5   1.210061   340.006364     0.000000      340.006  152.34763    4.27814    6
   4   -1    5   1.210061   406.610530     0.000000      406.611  152.34763    6.11840    6
  28   -8    0   1.207582    83.000038     0.000000           83  153.32025    0.26501    6
  28  -20    0   1.207582  -130.376721     0.000000      130.377  153.32025    0.65388    6
   4    0   -5   1.207151  -109.613734     0.000000      109.614  153.49344    0.46546    6
  25  -24    1   1.206290   -33.962560     0.000000      33.9626  153.84304    0.04533    6
  25   -1   -1   1.206290    83.289551     0.000000      83.2896  153.84304    0.27261    6
  23    0    2   1.205314   103.736451     0.000000      103.736  154.24565    0.43001    6
   5   -3    5   1.204262    93.748464     0.000000      93.7485  154.68716    0.35777    6
   5   -2   -5   1.204262  -313.777551     0.000000      313.778  154.68716    4.00789    6
  28  -10   -1   1.203407   346.456698     0.000000      346.457  155.05231    4.96286    6
  28  -18    1   1.203407  -108.263380     0.000000      108.263  155.05231    0.48462    6
  24   -2    2   1.202437  -289.799336     0.000000      289.799  155.47342    3.53620    6
  26  -18    2   1.202437   215.675854     0.000000      215.676  155.47342    1.95860    6
  26   -8   -2   1.202437  -203.583683     0.000000      203.584  155.47342    1.74513    6
  24  -22   -2   1.202437   145.686662     0.000000      145.687  155.47342    0.89368    6
  16  -15    4   1.201432   270.759357     0.000000      270.759  155.91868    3.14777    6
  16   -1   -4   1.201432    13.252838     0.000000      13.2528  155.91868    0.00754    6
  26  -23    1   1.200544   212.104803     0.000000      212.105  156.31914    1.96651    6
  26   -3   -1   1.200544    54.818401     0.000000      54.8184  156.31914    0.13136    6
  29  -13    0   1.198967  -180.965448     0.000000      180.965  157.04929    1.47992    6
  29  -16    0   1.198967  -117.391364     0.000000      117.391  157.04929    0.62276    6
  18   -8   -4   1.198583   253.479781     0.000000       253.48  157.23072    2.92813    6
  18  -10    4   1.198583   200.582954     0.000000      200.583  157.23072    1.83355    6
   5    0    5   1.198545   242.045634     0.000000      242.046  157.24893    2.67219    6
  23   -7    3   1.196098  -284.470665     0.000000      284.471  158.44528    3.90794    6
  23  -16   -3   1.196098  -319.845586     0.000000      319.846  158.44528    4.94030    6
  23  -16    3   1.196098   224.895703     0.000000      224.896  158.44528    2.44250    6
  23   -7   -3   1.196098  -138.369738     0.000000       138.37  158.44528    0.92460    6
  17   -3   -4   1.195755    21.235313     0.000000      21.2353  158.61861    0.02196    6
  17  -14    4   1.195755   296.512238     0.000000      296.512  158.61861    4.28207    6
  18  -11   -4   1.195755  -311.485352     0.000000      311.485  158.61861    4.72546    6
  18   -7    4   1.195755   417.113223     0.000000      417.113  158.61861    8.47377    6
   6   -4   -5   1.195717   121.625026     0.000000      121.625  158.63795    0.72115    6
   6   -2    5   1.195717  -170.340820     0.000000      170.341  158.63795    1.41456    6
  28   -9    1   1.194880   181.228406     0.000000      181.228  159.06780    1.63579    6
  28  -19   -1   1.194880   213.533287     0.000000      213.533  159.06780    2.27094    6
  25   -4    2   1.193931   -28.611058     0.000000      28.6111  159.56671    0.04182    6
  25  -21   -2   1.193931   398.168915     0.000000      398.169  159.56671    8.09869    6
   6   -5    5   1.192909    77.391409     0.000000      77.3914  160.11897    0.31487    6
   6   -1   -5   1.192909  -109.209961     0.000000       109.21  160.11897    0.62701    6
  27   -5   -1   1.189295  -102.848155     0.000000      102.848  162.21527    0.62458    6
  27  -22    1   1.189295  -361.812105     0.000000      361.812  162.21527    7.72964    6
  27  -14    2   1.188359   538.464363     0.000000      538.464  162.80154   17.72566    6
  27  -13   -2   1.188359   358.111072     0.000000      358.111  162.80154    7.84014    6
  16    0    4   1.187388   -32.324907     0.000000      32.3249  163.43257    0.06640    6
   7   -4    5   1.187351   457.347877     0.000000      457.348  163.45730   13.31211    6
   7   -3   -5   1.187351  -500.669432     0.000000      500.669  163.45730   15.95349    6
  17  -15   -4   1.184638  -388.113321     0.000000      388.113  165.37256   10.88152    6
  17   -2    4   1.184638    82.571481     0.000000      82.5715  165.37256    0.49253    6
  18  -13    4   1.184638  -454.202288     0.000000      454.202  165.37256   14.90292    6
  18   -5   -4   1.184638   -64.919800     0.000000      64.9198  165.37256    0.30446    6
  25    0    1   1.183787   113.544410     0.000000      113.544  166.02895    0.97621    6
  24   -1   -2   1.182865  -465.539389     0.000000      465.539  166.77855   17.36284    6
  24  -23    2   1.182865   173.155062     0.000000      173.155  166.77855    2.40203    6
  27  -16   -2   1.182865   126.080693     0.000000      126.081  166.77855    1.27352    6
  27  -11    2   1.182865    38.084886     0.000000      38.0849  166.77855    0.11620    6
  26   -1    0   1.182275   242.744565     0.000000      242.745  167.28103    4.91115    6
  29  -19    0   1.182275   325.177438     0.000000      325.177  167.28103    8.81303    6
  29  -10    0   1.182275   163.512378     0.000000      163.512  167.28103    2.22836    6
  26  -25    0   1.182275  -103.288961     0.000000      103.289  167.28103    0.88919    6
  24  -12    3   1.182238  -568.072403     0.000000      568.072  167.31307   26.96556    6
  24  -12   -3   1.182238  -425.865845     0.000000      425.866  167.31307   15.15471    6
   7   -6   -5   1.181870    33.519494     0.000000      33.5195  167.63810    0.09640    6
   7   -1    5   1.181870    39.989351     0.000000      39.9894  167.63810    0.13721    6
  26  -24   -1   1.181062  -258.814437     0.000000      258.814  168.38466    6.12356    6
  26   -2    1   1.181062  -115.150276     0.000000       115.15  168.38466    1.21215    6
  26  -20   -2   1.180146   -28.736327     0.000000      28.7363  169.29508    0.08201    6
  26   -6    2   1.180146  -130.746055     0.000000      130.746  169.29508    1.69778    6
  29  -15   -1   1.178356  -318.928975     0.000000      318.929  171.34976   12.53280    6
  29  -14    1   1.178356     3.484498     0.000000       3.4845  171.34976    0.00150    6
  25   -3   -2   1.177446     7.883685     0.000000      7.88368  172.61301    0.00898    6
  27  -10   -2   1.177446   106.711936     0.000000      106.712  172.61301    1.64513    6
  25  -22    2   1.177446    62.447325     0.000000      62.4473  172.61301    0.56338    6
  27  -17    2   1.177446   326.263319     0.000000      326.263  172.61301   15.37836    6
  27   -3    0   1.176864   117.002237     0.000000      117.002  173.54921    2.26658    6
  27  -24    0   1.176864    25.981223     0.000000      25.9812  173.54921    0.11176    6
  18  -14   -4   1.176501  -123.512976     0.000000      123.513  174.21031    2.81570    6
  18   -4    4   1.176501   -47.623774     0.000000      47.6238  174.21031    0.41861    6
   7    0   -5   1.176465  -413.459957     0.000000       413.46  174.28059   31.94148    6
   8   -5   -5   1.176465  -333.461735     0.000000      333.462  174.28059   20.77687    6
   8   -3    5   1.176465  -460.526305     0.000000      460.526  174.28059   39.62753    6
